case_id,case_number,is_911_call,problem,primary_offense,date,latitude,longitude,city_id,precinct_id,neighborhood_id,police_force_id,year,month,day,hour
16857,16-313222,No,Suspicious Person ,FLEEFT,20160827,44.990147,-93.306983,0,2,2,16856,2016,08,27,18
16858,16-321568,No,Disturbance ,DISCON,20160903,44.981648,-93.273116,0,1,1,16857,2016,09,03,2
16859,16-342657,No,Emotionally Disturb Person ,CIC,20160919,45.00445,-93.309122,0,2,31,16858,2016,09,19,20
16860,16-358158,No,Fight ,DISCON,20161002,44.980065,-93.271883,0,1,1,16859,2016,10,02,0
16861,13-119351,No,Assist an Officer ,CCATM,20130420,44.975433,-93.273422,0,1,1,16860,2013,04,20,15
16862,13-126100,No,Down Outside-One ,ASLT4,20130426,44.960931,-93.255499,0,4,5,16861,2013,04,26,9
16863,13-154362,No,Suspicious Person ,ASLTMP,20130519,44.979626,-93.272499,0,1,1,16862,2013,05,19,2
16864,13-161927,Yes,Damage Property-In Progress,OBSTRU,20130525,44.995092,-93.248441,0,3,36,16863,2013,05,25,1
16865,13-178375,No,Suspicious Person ,INTPED,20130607,44.975433,-93.273422,0,1,1,16864,2013,06,07,15
16866,13-188220,No,Officer Needs Help ,WEAP,20130615,44.981648,-93.273116,0,1,1,16865,2013,06,15,2
16867,13-212653,Yes,Personal Injury Accident ,CRVEHI,20130703,45.011437,-93.308869,0,2,12,16866,2013,07,03,21
16868,13-216570,Yes,Theft ,PINJEQ,20130707,44.932291,-93.249237,0,4,35,16867,2013,07,07,2
16869,13-232711,Yes,Emotionally Disturb Person ,ASLT4,20130719,44.950148,-93.26392299999999,0,4,40,16868,2013,07,19,15
16870,13-244339,No,Fight ,DISCON,20130729,44.980833000000004,-93.27195999999999,0,1,1,16869,2013,07,29,2
16871,13-287235,No,Officer Needs Help ,OBSTRU,20130831,44.97744,-93.273516,0,1,1,16870,2013,08,31,18
16872,13-313882,No,Suspicious Person ,ASLT4,20130922,44.979452,-93.234788,0,3,81,16871,2013,09,22,23
16873,13-087894,No,Disturbance ,ASLT5,20130325,44.929603,-93.232119,0,4,53,16872,2013,03,25,12
16874,13-091011,Yes,Person with a Weapon ,ASLT3,20130327,44.978929,-93.281529,0,1,51,16873,2013,03,27,22
16875,13-106226,No,Attempt Pick-Up ,WT,20130409,45.008662,-93.296838,0,2,12,16874,2013,04,09,12
16876,13-112345,Yes,Person with a Gun ,CSCR,20130414,44.898773999999996,-93.279375,0,5,84,16875,2013,04,14,6
16877,13-134701,No,Traffic Law Enforcement ,OBSTRU,20130503,44.981964000000005,-93.234606,0,3,36,16876,2013,05,03,1
16878,13-166762,No,Suspicious Person ,FLEEFT,20130529,44.950165000000005,-93.219746,0,4,46,16877,2013,05,29,11
16879,13-173897,Yes,Burglary Dwlng In Progress ,FLEEFT,20130604,45.022132,-93.28994200000001,0,2,58,16878,2013,06,04,1
16880,13-180456,Yes,Disturbance ,DISCON,20130609,44.948811,-93.29827900000001,0,5,33,16879,2013,06,09,1
16881,13-209146,No,Assist EMS Personnel ,FORCE,20130701,44.980833000000004,-93.27195999999999,0,1,1,16880,2013,07,01,1
16882,13-216570,Yes,Theft ,PINJEQ,20130707,44.932291,-93.249237,0,4,35,16881,2013,07,07,2
16883,13-232711,Yes,Emotionally Disturb Person ,ASLT4,20130719,44.950148,-93.26392299999999,0,4,40,16882,2013,07,19,15
16884,13-244284,Yes,Fight ,OBSTRU,20130729,44.968923,-93.289175,0,5,56,16883,2013,07,29,0
16885,16-189037,Yes,Domestic with Weapons ,BURGD,20160527,45.021268,-93.295604,0,2,17,16884,2016,05,27,1
16886,16-198446,Yes,Robbery of Person ,POSDPA,20160602,44.976944,-93.27819699999999,0,1,1,16885,2016,06,02,18
16887,16-210167,Yes,Fight ,NARC,20160611,44.969004,-93.256724,0,1,44,16886,2016,06,11,0
16888,16-212924,No,Emotionally Disturb Person ,CIC,20160613,45.028459000000005,-93.288095,0,2,21,16887,2016,06,13,4
16889,16-227341,No,Assault in Progress ,OBSTRU,20160622,44.977385,-93.26258,0,1,1,16888,2016,06,22,23
16890,16-235173,Yes,Officer Needs Help ,FORCE,20160628,44.979626,-93.272499,0,1,1,16889,2016,06,28,16
16891,16-256008,No,Robbery of Person ,ROBPAG,20160714,44.938635,-93.277914,0,5,16,16890,2016,07,14,0
16892,16-269266,No,Fight ,DISCON,20160725,44.981648,-93.273116,0,1,1,16891,2016,07,25,2
16893,16-275696,Yes,Unwanted Person ,DISCON,20160730,44.968853,-93.277814,0,1,18,16892,2016,07,30,0
16894,16-275889,No,Fight ,DISCON,20160730,44.979986,-93.274284,0,1,1,16893,2016,07,30,2
16895,16-296154,Yes,Down Outside-One ,OBSTRU,20160814,44.954640999999995,-93.24736700000001,0,4,13,16894,2016,08,14,2
16896,16-299735,Yes,Fight ,WT,20160816,45.009939,-93.252455,0,3,37,16895,2016,08,16,22
16897,16-465900,No,Traffic Law Enforcement ,FLEE,20161229,44.955537,-93.2518,0,4,13,16896,2016,12,29,19
16898,17-006532,No,Emotionally Disturb Person ,CIC,20170106,44.960916999999995,-93.292906,0,5,56,16897,2017,01,06,11
16899,17-010879,No,Unknown Trouble ,DISCON,20170110,44.980557,-93.299256,0,2,29,16898,2017,01,10,10
16900,17-019684,Yes,Tenant Trouble ,FLEEFT,20170117,44.998088,-93.305693,0,2,31,16899,2017,01,17,17
16901,17-035206,No,Theft - Report Only ,OBSTRU,20170130,44.962731,-93.25439300000001,0,4,5,16900,2017,01,30,19
16902,17-042892,No,Traffic Law Enforcement ,FLEE,20170206,44.987356,-93.300111,0,2,2,16901,2017,02,06,4
16903,17-072597,No,Motor Vehicle Chase ,FLEE,20170228,44.935926,-93.24543800000001,0,4,53,16902,2017,02,28,20
16904,17-093766,No,Assist EMS Personnel ,OBSTRU,20170317,44.945861,-93.23241999999999,0,4,46,16903,2017,03,17,1
16905,17-095461,No,Suspicious Vehicle ,ASLT4,20170318,44.981478,-93.262839,0,1,1,16904,2017,03,18,1
16906,13-185346,No,Chase on Foot ,FLEEFT,20130613,44.989335,-93.301961,0,2,2,16905,2013,06,13,0
16907,13-189158,Yes,Domestic Abuse-In Progress ,DASLT5,20130615,44.922411,-93.27020999999999,0,4,64,16906,2013,06,15,21
16908,13-194701,Yes,Unknown Trouble ,OBSTRU,20130620,44.992389,-93.239687,0,3,66,16907,2013,06,20,3
16909,13-200964,No,Suspicious Person ,FLEEFT,20130624,45.009621,-93.306327,0,2,12,16908,2013,06,24,20
16910,13-208746,No,Miscellaneous ,OBSTRU,20130630,44.969326,-93.279328,0,1,18,16909,2013,06,30,18
16911,13-222526,No,Suspicious Person ,OBSTRU,20130711,44.969381,-93.277816,0,1,18,16910,2013,07,11,22
16912,13-232131,No,Suspicious Person ,TRSPAS,20130719,44.999685,-93.287989,0,2,9,16911,2013,07,19,3
16913,13-245854,Yes,Domestic Abuse-In Progress ,NARC,20130730,44.964081,-93.239028,0,4,6,16912,2013,07,30,11
16914,13-282288,Yes,Unknown Trouble ,CIC,20130827,44.948811,-93.29827900000001,0,5,33,16913,2013,08,27,22
16915,13-315053,Yes,Domestic Abuse-In Progress ,NARC,20130924,44.948344,-93.21079,0,4,85,16914,2013,09,24,0
16916,13-330120,No,Suspicious Person ,DISCON,20131006,44.979626,-93.272499,0,1,1,16915,2013,10,06,0
16917,13-330270,No,Fight ,FORCE,20131006,44.971325,-93.247134,0,1,6,16916,2013,10,06,2
16918,16-382923,Yes,Domestic ,FORCE,20161022,45.012271000000005,-93.29811099999999,0,2,12,16917,2016,10,22,4
16919,16-384205,No,Disturbance ,DISCON,20161023,44.981648,-93.273116,0,1,1,16918,2016,10,23,2
16920,16-396408,No,Officer Needs Help ,NARC,20161101,44.957333,-93.251777,0,4,13,16919,2016,11,01,20
16921,16-432812,No,Fight ,DISARM,20161201,44.971782,-93.257126,0,1,44,16920,2016,12,01,22
16922,16-440848,No,Suspicious Person ,DISCON,20161208,44.948358,-93.262041,0,4,27,16921,2016,12,08,17
16923,16-461964,Yes,Domestic Abuse-In Progress ,ASLT4,20161226,44.954638,-93.279645,0,5,45,16922,2016,12,26,19
16924,17-021365,No,Suspicious Person ,OBSTRU,20170118,44.978019,-93.277025,0,1,1,16923,2017,01,18,23
16925,17-041906,No,Fight ,FORCE,20170205,44.979626,-93.272499,0,1,1,16924,2017,02,05,1
16926,17-046715,Yes,Unwanted Person ,NARC,20170209,44.980804,-93.275396,0,1,1,16925,2017,02,09,5
16927,17-046997,Yes,Fight ,ASLT2,20170209,44.978339,-93.27106500000001,0,1,1,16926,2017,02,09,12
16928,17-065447,Yes,Threats ,ASLT5,20170223,44.986351,-93.237514,0,3,36,16927,2017,02,23,9
16929,17-067942,No,Assault in Progress ,DISCON,20170225,44.979626,-93.272499,0,1,1,16928,2017,02,25,2
16930,15-205273,No,Bait Vehicle Auto Theft ,BAITV,20150606,45.006421,-93.247366,0,3,22,16929,2015,06,06,1
16931,15-217219,No,Unknown Trouble ,DASTR,20150614,44.949646,-93.295726,0,5,33,16930,2015,06,14,2
16932,15-224205,Yes,Emotionally Disturb Person ,CIC,20150619,44.982462,-93.273107,0,1,1,16931,2015,06,19,0
16933,15-237642,Yes,Domestic with Weapons ,DASLT2,20150628,45.02956,-93.29384399999999,0,2,21,16932,2015,06,28,3
16934,15-255088,Yes,Person with a Gun ,NARC,20150710,45.013216,-93.303813,0,2,17,16933,2015,07,10,15
16935,15-267645,No,Chase on Foot ,WEAP,20150719,44.980065,-93.271883,0,1,1,16934,2015,07,19,2
16936,15-270341,Yes,Domestic Abuse-In Progress ,911INT,20150721,44.970044,-93.217792,0,3,23,16935,2015,07,21,6
16937,15-277534,Yes,Damage Property-In Progress,DAMPRP,20150725,45.034393,-93.297046,0,2,21,16936,2015,07,25,23
16938,15-286460,No,Suspicious Person ,OBSTRU,20150801,44.975539000000005,-93.278518,0,1,1,16937,2015,08,01,0
16939,15-298157,No,Unknown Trouble ,OBSTRU,20150809,44.980009,-93.236171,0,3,36,16938,2015,08,09,2
16940,15-307599,No,Suspicious Person ,LOITER,20150815,44.948364,-93.255682,0,4,27,16939,2015,08,15,18
16941,15-327011,No,Suspicious Vehicle ,WEAP,20150829,45.009574,-93.298108,0,2,12,16940,2015,08,29,23
16942,16-305119,No,Suspicious Vehicle ,NARC,20160821,44.948367,-93.251864,0,4,13,16941,2016,08,21,3
16943,16-309729,Yes,Theft ,ROBPAG,20160824,44.968899,-93.25031800000001,0,1,6,16942,2016,08,24,22
16944,16-321296,Yes,Assault in Progress ,ASLT2,20160902,44.947480999999996,-93.28429799999999,0,5,16,16943,2016,09,02,22
16945,16-350399,No,Disturbance ,OBSTRU,20160926,44.980866,-93.270764,0,1,1,16944,2016,09,26,0
16946,16-359302,No,Sound of Shots Fired ,ASLT2,20161003,44.980065,-93.271883,0,1,1,16945,2016,10,03,1
16947,16-375470,No,Disturbance ,FORCE,20161016,44.980833000000004,-93.27195999999999,0,1,1,16946,2016,10,16,2
16948,16-395480,Yes,Unknown Wireless/Cell Phone,CHLDAB,20161101,44.977723,-93.258601,0,1,25,16947,2016,11,01,1
16949,16-408327,Yes,Domestic Abuse-In Progress ,DASLT5,20161111,45.003313,-93.312037,0,2,31,16948,2016,11,11,1
16950,16-410789,Yes,Stabbing ,DASLT2,20161113,44.92242,-93.247313,0,4,65,16949,2016,11,13,2
16951,16-435269,No,Person with a Weapon ,OBSTRU,20161203,44.979968,-93.273166,0,1,1,16950,2016,12,03,19
16952,16-454077,Yes,Unwanted Person ,OBSTRU,20161219,44.976944,-93.27819699999999,0,1,1,16951,2016,12,19,18
16953,16-459699,No,Fight ,FORCE,20161224,44.948366,-93.29700799999999,0,5,33,16952,2016,12,24,1
16954,11-231490,No,Chase on Foot ,ASLT4,20110806,44.948367,-93.296378,0,5,33,16953,2011,08,06,0
16955,11-233730,No,Suspicious Person ,FLEEFT,20110808,44.980065,-93.271883,0,1,1,16954,2011,08,08,2
16956,11-242007,No,Unknown Trouble ,CIC,20110815,44.968492,-93.265101,0,1,44,16955,2011,08,15,0
16957,11-242791,No,Suspicious Person ,INTPED,20110815,44.974090999999994,-93.27655,0,1,1,16956,2011,08,15,18
16958,11-245972,Yes,Person with a Weapon ,FORCE,20110818,44.999625,-93.29979499999999,0,2,12,16957,2011,08,18,11
16959,11-252574,Yes,Damage Property-In Progress,LOITER,20110823,44.971016999999996,-93.261482,0,1,44,16958,2011,08,23,22
16960,11-266345,Yes,Unwanted Person ,WT,20110904,44.998261,-93.244809,0,3,66,16959,2011,09,04,3
16961,11-279741,Yes,Domestic ,CBYMIN,20110916,45.015915,-93.30318100000001,0,2,17,16960,2011,09,16,2
16962,11-301566,Yes,Burglary Dwlng In Progress ,BURGD,20111005,44.985799,-93.236129,0,3,36,16961,2011,10,05,23
16963,11-321361,No,Unknown Trouble ,ASLT4,20111024,44.995675,-93.265204,0,3,14,16962,2011,10,24,2
16964,11-328332,No,Suspicious Person ,FLEEFT,20111030,44.981536,-93.23678000000001,0,3,36,16963,2011,10,30,1
16965,11-339403,Yes,Crim Sex Conduct ,OBSTRU,20111110,44.979277,-93.271507,0,1,1,16964,2011,11,10,1
16966,16-443402,No,Customer Trouble ,DISARM,20161210,44.962747,-93.24172,0,4,7,16965,2016,12,10,17
16967,16-459825,Yes,Attempt Pick-Up ,ASLT4,20161224,44.956441,-93.254971,0,4,4,16966,2016,12,24,4
16968,16-465119,No,Suspicious Person ,ASLT4,20161229,44.980281,-93.26939300000001,0,1,1,16967,2016,12,29,2
16969,17-010879,No,Unknown Trouble ,DISCON,20170110,44.980557,-93.299256,0,2,29,16968,2017,01,10,10
16970,17-020279,No,Fight ,OBSTRU,20170118,44.978019,-93.277025,0,1,1,16969,2017,01,18,3
16971,17-049264,Yes,Fight ,OBSTRU,20170210,44.948363,-93.25695400000001,0,4,4,16970,2017,02,10,23
16972,17-056869,No,Disturbance ,HLTWEL,20170216,44.942277000000004,-93.26386600000001,0,4,8,16971,2017,02,16,20
16973,17-065453,No,Assist EMS Personnel ,NARC,20170223,44.949203000000004,-93.289364,0,5,33,16972,2017,02,23,10
16974,17-095066,No,Traffic Law Enforcement ,OBSTRU,20170317,45.025746999999996,-93.288709,0,2,21,16973,2017,03,17,21
16975,17-108185,No,Suspicious Person ,DISCON,20170327,44.979874,-93.283902,0,1,51,16974,2017,03,27,19
16976,17-114460,Yes,Check the Welfare ,DASLT5,20170331,44.957778999999995,-93.295099,0,5,33,16975,2017,03,31,21
16977,17-117364,Yes,Unknown Wireless/Cell Phone,RECGUN,20170403,44.948811,-93.29827900000001,0,5,33,16976,2017,04,03,2
16978,19-016944,Yes,Burglary Dwlng In Progress ,ROBPER  ,20190117,45.005355,-93.28799000000001,0,2,9,16977,2019,01,17,22
16979,19-039800,Yes,Assault in Progress ,ASLT4   ,20190210,44.948811,-93.29827900000001,0,5,33,16978,2019,02,10,16
16980,19-053473,Yes,Assist EMS Personnel ,FORCE   ,20190224,44.948362,-93.29255400000001,0,5,11,16979,2019,02,24,1
16981,19-079873,Yes,Unknown Trouble ,DASLT5  ,20190321,45.016752000000004,-93.296221,0,2,17,16980,2019,03,21,2
16982,19-089060,Yes,Disturbance ,ASLT4   ,20190329,44.991587,-93.294078,0,2,2,16981,2019,03,29,16
16983,19-100860,No,Suspicious Person ,CIC     ,20190410,44.991587,-93.294078,0,2,2,16982,2019,04,10,10
16984,19-104704,Yes,Poss Personal Injury Acc ,OBSTRU  ,20190414,44.961405,-93.248603,0,4,5,16983,2019,04,14,17
16985,19-119098,Yes,Domestic ,DAMPRP  ,20190428,45.026625,-93.28655400000001,0,2,21,16984,2019,04,28,1
16986,19-127252,Yes,Fight ,DISCON  ,20190506,44.971325,-93.247134,0,1,6,16985,2019,05,06,2
16987,17-041906,No,Fight ,FORCE,20170205,44.979626,-93.272499,0,1,1,16986,2017,02,05,1
16988,17-061395,Yes,Damage Property-In Progress,OBSTRU,20170220,44.987882,-93.222197,0,3,61,16987,2017,02,20,1
16989,17-099351,Yes,Property Damage Accident ,DWI,20170321,44.969291,-93.267586,0,1,44,16988,2017,03,21,2
16990,17-117018,No,Disturbance ,OBSTRU,20170402,44.960916,-93.29308499999999,0,5,56,16989,2017,04,02,20
16991,17-122360,Yes,Unknown Trouble ,DASTR,20170406,44.922427,-93.266366,0,4,64,16990,2017,04,06,16
16992,17-131851,No,Assist-Public ,FORCE,20170413,44.955542,-93.288675,0,5,33,16991,2017,04,13,2
16993,17-147678,No,Disturbance ,FORCE,20170424,44.981648,-93.273116,0,1,1,16992,2017,04,24,2
16994,17-166158,Yes,Down Outside-One ,OBSTRU,20170507,44.987144,-93.287998,0,1,51,16993,2017,05,07,19
16995,17-185729,No,Suspicious Person ,FLEEFT,20170522,44.956428,-93.27786400000001,0,5,45,16994,2017,05,22,2
16996,17-188565,Yes,Suspicious Vehicle ,FLEE,20170523,45.011417,-93.30506899999999,0,2,12,16995,2017,05,23,23
16997,17-191795,Yes,Down Outside-One ,INDEX,20170526,44.948828000000006,-93.30545699999999,0,5,82,16996,2017,05,26,6
16998,17-194976,Yes,Unknown Wireless/Cell Phone,CIC,20170528,45.006881,-93.23460899999999,0,3,41,16997,2017,05,28,7
16999,12-162228,Yes,Domestic Abuse-In Progress ,DASTR,20120528,44.958236,-93.253683,0,4,4,16998,2012,05,28,21
17000,12-183284,Yes,Person with a Gun ,WEAP,20120615,45.010118,-93.286438,0,2,9,16999,2012,06,15,11
17001,12-184265,No,Fight ,FORCE,20120616,44.980065,-93.271883,0,1,1,17000,2012,06,16,1
17002,12-206909,No,Suspicious Person ,OBSTRU,20120704,44.999683000000005,-93.309492,0,2,31,17001,2012,07,04,22
17003,12-218053,Yes,Person with a Gun ,OBSTRU,20120714,45.015871000000004,-93.249122,0,3,37,17002,2012,07,14,3
17004,12-219659,Yes,Suspicious Person ,FLEEFT,20120715,44.999685,-93.287989,0,2,9,17003,2012,07,15,16
17005,12-223522,Yes,Fight ,OBSTRU,20120718,44.997162,-93.266161,0,3,14,17004,2012,07,18,22
17006,12-228154,Yes,Suspicious Person ,FLEEFT,20120722,44.971539,-93.276738,0,1,18,17005,2012,07,22,20
17007,12-234579,Yes,Loud Party ,OBSTRU,20120728,44.98695,-93.24710400000001,0,3,36,17006,2012,07,28,1
17008,12-245709,Yes,Suspicious Vehicle ,OBSTRU,20120806,45.024903,-93.296912,0,2,21,17007,2012,08,06,13
17009,12-248911,Yes,Unknown Wireless/Cell Phone,DASLT2,20120808,44.948370000000004,-93.248049,0,4,27,17008,2012,08,08,23
17010,12-265151,No,High Risk Warrant Entry ,NARC,20120822,45.019452,-93.294329,0,2,17,17009,2012,08,22,15
17011,17-112073,No,Suspicious Person ,MTC,20170330,44.979626,-93.272499,0,1,1,17010,2017,03,30,12
17012,17-115990,No,Robbery of Person ,ROBPAG,20170401,44.983492,-93.235206,0,3,36,17011,2017,04,01,22
17013,17-144134,No,Suspicious Person ,POSDPA,20170421,44.948370000000004,-93.236855,0,4,46,17012,2017,04,21,20
17014,15-015006,Yes,Disturbance ,NARC,20150114,44.949366,-93.262036,0,4,4,17013,2015,01,14,17
17015,15-015006,Yes,Disturbance ,NARC,20150114,44.949366,-93.262036,0,4,4,17014,2015,01,14,17
17016,15-030072,Yes,Theft ,ASLT4,20150126,45.030551,-93.29576999999999,0,2,21,17015,2015,01,26,19
17017,15-036082,No,Suspicious Vehicle ,DWIREF,20150131,44.974301000000004,-93.25223199999999,0,1,25,17016,2015,01,31,3
17018,15-046594,No,Recover Vehicle ,RECVEH,20150208,44.961366999999996,-93.259654,0,4,5,17017,2015,02,08,19
17019,15-060439,No,Suspicious Person ,FLEEFT,20150220,44.975433,-93.273422,0,1,1,17018,2015,02,20,16
17020,15-089885,Yes,Domestic Abuse-In Progress ,DOMEN,20150315,44.953015,-93.27408299999999,0,5,45,17019,2015,03,15,19
17021,15-098526,Yes,Emotionally Disturb Person ,FENTRY,20150321,45.0315,-93.23180500000001,0,3,26,17020,2015,03,21,23
17022,15-120455,Yes,Theft ,BURGD,20150407,44.990864,-93.317195,0,2,31,17021,2015,04,07,0
17023,15-130376,Yes,Check the Welfare ,CIC,20150413,45.030431,-93.288046,0,2,21,17022,2015,04,13,19
17024,15-194976,No,Suspicious Person ,WT,20150530,44.983367,-93.268455,0,1,51,17023,2015,05,30,1
17025,15-198984,No,Suspicious Person ,PRIORI,20150602,44.955998,-93.24735600000001,0,4,13,17024,2015,06,02,0
17026,16-322818,Yes,Burglary Dwlng In Progress ,DAMMV,20160904,44.936933,-93.26379,0,4,8,17025,2016,09,04,2
17027,16-328671,No,Suspicious Person ,CSCREG,20160908,44.976944,-93.27819699999999,0,1,1,17026,2016,09,08,21
17028,16-375479,Yes,Check the Welfare ,CIC,20161016,44.987646999999996,-93.25601400000001,0,3,43,17027,2016,10,16,2
17029,16-384216,No,Fight ,FORCE,20161023,44.979626,-93.272499,0,1,1,17028,2016,10,23,2
17030,16-384216,No,Fight ,FORCE,20161023,44.979626,-93.272499,0,1,1,17029,2016,10,23,2
17031,16-388488,Yes,Domestic Abuse-In Progress ,OBSTRU,20161026,44.971399,-93.268532,0,1,1,17030,2016,10,26,20
17032,16-392271,Yes,Person with a Gun ,DASLT2,20161029,45.017614,-93.290553,0,2,58,17031,2016,10,29,16
17033,16-412906,No,Fight ,DAMPRP,20161114,44.977582,-93.275347,0,1,1,17032,2016,11,14,22
17034,16-426166,Yes,Unwanted Person ,OBSTRU,20161126,44.995779999999996,-93.297172,0,2,2,17033,2016,11,26,8
17035,16-428121,No,Disturbance ,FORCE,20161128,44.981648,-93.273116,0,1,1,17034,2016,11,28,2
17036,16-428121,No,Disturbance ,FORCE,20161128,44.981648,-93.273116,0,1,1,17035,2016,11,28,2
17037,16-430724,No,High Risk Warrant Entry ,NARC,20161130,44.950067,-93.250584,0,4,13,17036,2016,11,30,7
17038,14-150528,Yes,Emotionally Disturb Person ,CIC,20140507,44.998274,-93.291049,0,2,2,17037,2014,05,07,20
17039,14-170465,Yes,Officer Needs Help ,ASLT2,20140523,45.004247,-93.289519,0,2,9,17038,2014,05,23,1
17040,14-176066,Yes,Fight ,ASLT4,20140527,44.949263,-93.302729,0,5,42,17039,2014,05,27,0
17041,14-178190,Yes,ShotSpotter Activation ,FIREWK,20140528,44.954646000000004,-93.246091,0,4,13,17040,2014,05,28,15
17042,14-182087,No,Suspicious Person ,TRSPAS,20140531,44.949646,-93.295726,0,5,33,17041,2014,05,31,2
17043,14-184110,Yes,Domestic ,OBSTRU,20140601,45.008,-93.264634,0,3,28,17042,2014,06,01,19
17044,14-197171,Yes,Domestic Abuse-In Progress ,OBSTRU,20140611,45.017596000000005,-93.28650400000001,0,2,58,17043,2014,06,11,1
17045,14-202189,Yes,Domestic Abuse-In Progress ,DASLT2,20140614,44.992446,-93.314624,0,2,31,17044,2014,06,14,17
17046,14-206500,Yes,Fight ,OBSTRU,20140617,45.015868,-93.24734000000001,0,3,3,17045,2014,06,17,21
17047,14-212744,Yes,Person with a Weapon ,DAMMV,20140622,44.951019,-93.257561,0,4,4,17046,2014,06,22,0
17048,14-214058,No,Suspicious Person ,DISCON,20140623,44.981648,-93.273116,0,1,1,17047,2014,06,23,1
17049,14-248418,No,Suspicious Vehicle ,OBSTRU,20140718,44.968758,-93.21880999999999,0,3,23,17048,2014,07,18,1
17050,18-269312,Yes,Check the Welfare ,OBSTRU  ,20180811,45.023971,-93.293741,0,2,21,17049,2018,08,11,0
17051,18-283845,Yes,Suspicious Vehicle ,FLEEFT  ,20180822,45.040296999999995,-93.289535,0,2,24,17050,2018,08,22,20
17052,18-298293,No,Motor Vehicle Chase ,DAMPRP  ,20180904,44.972555,-93.266657,0,1,44,17051,2018,09,04,2
17053,18-309282,Yes,Loud Party ,OBSTRU  ,20180912,44.969381,-93.277816,0,1,18,17052,2018,09,12,23
17054,18-337902,No,Null,OBSTRU  ,20181006,44.978898,-93.233407,0,7,81,17053,2018,10,06,23
17055,18-363440,Yes,Unwanted Person ,OBSTRU  ,20181030,45.039359999999995,-93.292716,0,2,24,17054,2018,10,30,15
17056,18-388243,No,Unknown Trouble ,WT      ,20181123,45.005571999999994,-93.308208,0,2,12,17055,2018,11,23,22
17057,18-402731,Yes,Traffic Law Enforcement ,AUTOTH  ,20181208,44.991676,-93.291066,0,2,2,17056,2018,12,08,19
17058,18-416506,Yes,Attempted Suicide ,CIC     ,20181222,45.011359999999996,-93.297476,0,2,12,17057,2018,12,22,5
17059,15-443871,Yes,Sound of Shots Fired ,OBSTRU,20151205,45.023022999999995,-93.286532,0,2,58,17058,2015,12,05,19
17060,15-467396,No,Chase on Foot ,SHOPLF,20151228,44.975433,-93.273422,0,1,1,17059,2015,12,28,17
17061,16-008584,Yes,Unknown Trouble ,DASLT5,20160109,44.924227,-93.24731700000001,0,4,65,17060,2016,01,09,1
17062,16-016099,Yes,Domestic Abuse-In Progress ,OBSTRU,20160115,44.898113,-93.226948,0,4,20,17061,2016,01,15,21
17063,16-042936,No,Suspicious Person ,ASLT5,20160207,44.981648,-93.273116,0,1,1,17062,2016,02,07,2
17064,16-044925,Yes,Unwanted Person ,OBSTRU,20160209,44.97606,-93.274885,0,1,1,17063,2016,02,09,4
17065,16-073706,No,Suspicious Person ,ASLT4,20160302,44.979986,-93.274284,0,1,1,17064,2016,03,02,22
17066,16-100958,No,Domestic Abuse-In Progress ,HLTWEL,20160323,44.970771,-93.24780600000001,0,1,6,17065,2016,03,23,0
17067,16-105404,No,Drunk/Intoxicated Person ,OBSTRU,20160326,44.979626,-93.272499,0,1,1,17066,2016,03,26,2
17068,16-116020,Yes,Officer Needs Help ,OBSTRU,20160403,44.975433,-93.273422,0,1,1,17067,2016,04,03,18
17069,16-124498,No,Suspicious Vehicle ,NARC,20160409,44.985159,-93.298169,0,2,2,17068,2016,04,09,23
17070,16-143590,Yes,Assault in Progress ,OBSTRU,20160423,44.978134000000004,-93.23310699999999,0,3,81,17069,2016,04,23,20
17071,17-084922,No,Personal Injury Accident ,DWI,20170310,44.999709,-93.295637,0,2,12,17070,2017,03,10,0
17072,17-104984,No,Fight ,DISCON,20170325,44.980808,-93.27314100000001,0,1,1,17071,2017,03,25,2
17073,17-113652,Yes,Domestic Abuse-In Progress ,DISCON,20170331,44.898706,-93.22418499999999,0,4,20,17072,2017,03,31,12
17074,17-118440,Yes,Assault in Progress ,ASLT2,20170403,45.012669,-93.247341,0,3,41,17073,2017,04,03,22
17075,17-122695,No,Fight ,ASLT4,20170406,44.979874,-93.283902,0,1,51,17074,2017,04,06,20
17076,17-132656,Yes,Customer Trouble ,TRSPAS,20170413,44.948352,-93.265856,0,4,40,17075,2017,04,13,16
17077,17-154520,Yes,Domestic Abuse-In Progress ,POVIOL,20170428,45.012965,-93.288915,0,2,9,17076,2017,04,28,22
17078,17-173006,No,Code 3 ,DASLT5,20170512,44.895614,-93.277546,0,5,84,17077,2017,05,12,17
17079,17-181676,No,Chase on Foot ,NARC,20170518,44.951006,-93.255022,0,4,4,17078,2017,05,18,23
17080,17-230694,Yes,Suspicious Person ,ASLT4,20170621,44.991498,-93.30258,0,2,2,17079,2017,06,21,22
17081,17-236412,No,Fight ,ASLT3,20170626,44.980065,-93.271883,0,1,1,17080,2017,06,26,2
17082,17-250853,Yes,Unknown Wireless/Cell Phone,DISCON,20170705,45.009574,-93.298108,0,2,12,17081,2017,07,05,21
17083,16-041927,No,Unknown Trouble ,ASLT5,20160206,44.981638000000004,-93.274247,0,1,1,17082,2016,02,06,3
17084,16-052554,No,Assist EMS Personnel ,CIC,20160215,44.987894,-93.305114,0,2,2,17083,2016,02,15,17
17085,16-059725,No,Disturbance ,FLEEFT,20160221,44.980808,-93.27314100000001,0,1,1,17084,2016,02,21,2
