subject_id,race,sex,age,has_injury,role,role_number,resistance
19262,Black,Male,31,Yes,A,1,Tensed
19263,Black,Male,45,,OT,1,Commission of Crime
19264,Black,Male,55,,A,2,Verbal Non-Compliance
19265,Black,Male,24,,A,1,Commission of Crime
19266,White,Male,25,Yes,A,1,Tensed
19267,Black,Male,35,No,A,1,Fled in Vehicle
19268,Black,Male,27,No,OT,1,Commission of Crime
19269,Other / Mixed Race,Male,35,No,A,1,Fled in Vehicle
19270,White,Male,23,,A,1,Commission of Crime
19271,Black,Male,38,No,A,1,Tensed
19272,White,Male,48,,A,1,Unspecified
19273,Other / Mixed Race,Male,26,No,A,1,Fled on Foot
19274,Unknown,Male,20,No,ARRESTEE,1,Commission of a Crime                                                          
19275,Black,Male,26,No,SUSPECT,1,Fled on Foot                                                                   
19276,Black,Male,0,,SUSPECT,2,Null
19277,Native American,Male,24,No,ARRESTEE,1,Null
19278,Black,Male,30,No,ARRESTEE,1,Null
19279,Black,Male,32,,SUSPECT,1,Commission of a Crime                                                          
19280,Black,Male,35,,SUSPECT,1,Other                                                                          
19281,Black,Male,37,,ARRESTEE,1,Commission of a Crime                                                          
19282,Black,Male,27,Yes,ARRESTEE,1,Assaulted Officer                                                              
19283,Other / Mixed Race,Female,20,,OT,3,Verbal Non-Compliance
19284,White,Male,22,Yes,A,1,Fled on Foot
19285,Black,Male,35,,SP,1,Fled on Foot
19286,Black,Male,53,,OT,1,Assaulted Officer
19287,White,Male,34,,A,1,Tensed
19288,White,Male,25,No,A,1,Assaulted Officer
19289,Black,Male,18,,S,2,Verbal Non-Compliance
19290,Native American,Male,42,No,A,1,Tensed
19291,Black,Male,36,Yes,A,1,Verbal Non-Compliance
19292,Black,Male,17,Yes,S,1,Commission of Crime
19293,White,Male,30,No,A,1,Tensed
19294,Black,Male,22,,S,1,Tensed
19295,White,Male,25,Yes,A,1,Commission of Crime
19296,Black,Male,31,,A,1,Commission of Crime
19297,not recorded,Male,31,No,OT,4,Commission of Crime
19298,White,Male,38,,A,1,Tensed
19299,Black,Male,21,Yes,A,1,Commission of Crime
19300,Black,Male,49,Yes,A,1,Tensed
19301,White,Male,25,No,A,1,Fled on Foot
19302,Black,Male,34,Yes,A,1,Tensed
19303,White,Male,51,No,A,1,Assaulted Officer
19304,Black,Male,21,No,S,1,Verbal Non-Compliance
19305,Black,Female,23,,S,1,Verbal Non-Compliance
19306,White,Male,20,,A,1,Tensed
19307,Black,Male,62,,A,1,Commission of Crime
19308,Native American,Male,41,No,S,1,Tensed
19309,White,Male,29,No,S,1,Tensed
19310,White,Female,37,No,A,1,Tensed
19311,White,Male,27,Yes,A,1,Tensed
19312,Black,Male,32,No,A,1,Tensed
19313,Black,Female,39,,A,1,Fled on Foot
19314,White,Male,27,No,A,1,Verbal Non-Compliance
19315,Black,Male,47,No,A,1,Unspecified
19316,Black,Female,26,,A,1,Tensed
19317,Other / Mixed Race,Male,21,,S,1,Commission of Crime
19318,White,Male,56,Yes,A,1,Assaulted Officer
19319,Other / Mixed Race,Male,20,,S,2,Commission of Crime
19320,White,Male,35,,A,1,Commission of Crime
19321,Black,Male,26,No,A,1,Tensed
19322,Native American,Female,31,No,A,1,Assaulted Officer
19323,Black,Male,31,Yes,OT,1,Unspecified
19324,Black,Male,27,Yes,A,1,Commission of Crime
19325,Black,Male,38,Yes,A,1,Fled on Foot
19326,White,Male,33,Yes,A,1,Tensed
19327,Other / Mixed Race,Male,31,Yes,A,1,Commission of Crime
19328,Black,Male,22,Yes,A,1,Tensed
19329,not recorded,Female,20,No,OT,1,Assaulted Officer
19330,Black,Male,27,Yes,A,1,Fled on Foot
19331,Native American,Male,26,Yes,S,1,Verbal Non-Compliance
19332,Black,Female,21,,A,1,Commission of Crime
19333,Asian,Male,34,,OTHER,1,Verbal Non-Compliance                                                          
19334,White,Male,39,,OTHER,1,Tensed                                                                         
19335,Black,Male,62,,SUSPECT,1,Verbal Non-Compliance                                                          
19336,Native American,Female,37,,SUSPECT,1,Verbal Non-Compliance                                                          
19337,Black,Male,26,,ARRESTEE,1,Tensed                                                                         
19338,White,Male,38,,ARRESTEE,1,Assaulted Officer                                                              
19339,Native American,Male,21,,SUSPECT,1,Other                                                                          
19340,Native American,Male,20,,ARRESTEE,1,Tensed                                                                         
19341,Black,Male,47,,ARRESTEE,1,Assaulted Officer                                                              
19342,White,Male,22,Yes,A,2,Assaulted Officer
19343,Black,Female,22,No,A,2,Tensed
19344,Black,Female,18,,S,1,Unspecified
19345,White,Male,29,No,A,1,Tensed
19346,White,Female,39,,A,1,Tensed
19347,White,Male,24,Yes,S,1,Tensed
19348,Black,Female,16,,A,1,Tensed
19349,Black,Male,30,Yes,A,1,Tensed
19350,White,Male,30,Yes,S,1,Commission of Crime
19351,Other / Mixed Race,Male,16,,A,1,Tensed
19352,Other / Mixed Race,Male,20,,OT,2,Tensed
19353,Black,Male,48,No,A,1,Verbal Non-Compliance
19354,Black,Male,23,Yes,A,1,Assaulted Officer
19355,White,Male,24,No,A,1,Assaulted Officer
19356,Black,Male,39,Yes,A,1,Fled on Foot
19357,White,Male,19,No,A,1,Commission of Crime
19358,White,Male,24,,A,1,Tensed
19359,Black,Male,14,No,A,1,Verbal Non-Compliance
19360,Black,Male,32,,A,1,Fled on Foot
19361,Black,Male,30,Yes,A,1,Tensed
19362,Black,Female,21,No,A,3,Verbal Non-Compliance
19363,White,Female,27,No,OT,1,Tensed
19364,White,Male,25,No,A,1,Tensed
19365,Other / Mixed Race,Male,28,,A,1,Commission of Crime
19366,Black,Male,0,,S,3,Unspecified
19367,Black,Male,47,No,OT,1,Assaulted Officer
19368,Black,Male,12,,S,1,Tensed
19369,Black,Male,42,Yes,A,1,Fled in Vehicle
19370,Black,Male,24,Yes,A,1,Tensed
19371,Black,Male,31,,A,1,Verbal Non-Compliance
19372,Black,Female,18,,S,2,Commission of Crime
19373,Black,Male,18,,S,1,Commission of Crime
19374,White,Male,24,No,A,1,Commission of Crime
19375,Black,Male,29,No,A,1,Tensed
19376,White,Male,22,Yes,A,1,Tensed
19377,Other / Mixed Race,Male,15,No,A,1,Fled in Vehicle
19378,Black,Male,33,No,A,1,Unspecified
19379,White,Male,28,,A,1,Unspecified
19380,Black,Male,18,Yes,S,1,Verbal Non-Compliance
19381,Black,Male,14,,S,1,Unspecified
19382,Black,Male,22,Yes,A,1,Fled on Foot
19383,White,Male,41,Yes,A,1,Commission of Crime
19384,Black,Male,25,,OT,1,Verbal Non-Compliance
19385,Black,Male,27,No,A,1,Tensed
19386,White,Male,31,,V,1,Tensed
19387,Black,Female,23,,A,2,Tensed
19388,Black,Male,38,,S,1,Verbal Non-Compliance
19389,Native American,Male,25,,ARRESTEE,1,Tensed                                                                         
19390,Unknown,Male,35,,ARRESTEE,1,Fled on Foot                                                                   
19391,Black,Male,38,,ARRESTEE,1,Other                                                                          
19392,White,Male,44,,SUSPECT,1,Tensed                                                                         
19393,Black,Male,31,,PIC,1,Verbal Non-Compliance                                                          
19394,Black,Male,43,,ARRESTEE,1,Fled on Foot                                                                   
19395,White,Male,46,,PIC,1,Tensed                                                                         
19396,Black,Male,26,,ARRESTEE,1,Fled on Foot                                                                   
19397,Black,Male,25,,ARRESTEE,1,Assaulted Officer                                                              
19398,Black,Male,18,,ARRESTEE,2,Tensed                                                                         
19399,White,Female,24,Yes,ARRESTEE,1,Assaulted Officer                                                              
19400,Black,Male,23,,INVOLVED,1,Verbal Non-Compliance                                                          
19401,Black,Male,19,No,ARRESTEE,1,Verbal Non-Compliance                                                          
19402,Native American,Male,54,,SUBJECT,1,Tensed                                                                         
19403,Black,Male,21,No,ARRESTEE,1,Fled in a Vehicle                                                              
19404,Black,Male,26,Yes,ARRESTEE,1,Tensed                                                                         
19405,Black,Male,24,Yes,ARRESTEE,1,Commission of a Crime                                                          
19406,Black,Male,21,,SUSPECT,1,Commission of a Crime                                                          
19407,Black,Male,27,Yes,A,1,Fled on Foot
19408,Black,Male,24,No,A,1,Tensed
19409,White,Male,23,No,A,1,Commission of Crime
19410,Black,Male,19,,A,1,Fled in Vehicle
19411,White,Male,24,,A,1,Tensed
19412,Black,Male,26,No,A,1,Commission of Crime
19413,Asian,Male,23,Yes,A,3,Assaulted Officer
19414,Asian,Male,21,Yes,A,1,Assaulted Officer
19415,Black,Male,30,No,A,1,Commission of Crime
19416,Black,Male,44,No,S,1,Tensed
19417,White,Male,29,Yes,A,1,Assaulted Officer
19418,White,Female,27,,A,1,Verbal Non-Compliance
19419,Unknown,Unknown,0,,SUSPECT,1,Commission of a Crime                                                          
19420,Black,Male,47,Yes,Citee,1,Tensed                                                                         
19421,Black,Male,20,No,ARRESTEE,1,Assaulted Officer                                                              
19422,White,Male,33,No,ARRESTEE,1,Fled in a Vehicle                                                              
19423,Black,Male,0,,SUSPECT,2,Verbal Non-Compliance                                                          
19424,Black,Male,30,,Citee,1,Fled on Foot                                                                   
19425,Black,Male,23,No,ARRESTEE,1,Null
19426,White,Female,32,No,A,1,Tensed
19427,Native American,Male,16,Yes,S,1,Tensed
19428,White,Male,28,,A,1,Tensed
19429,Black,Male,23,Yes,A,1,Assaulted Officer
19430,Black,Male,18,Yes,A,1,Tensed
19431,Black,Male,33,Yes,A,1,Fled on Foot
19432,Black,Male,23,No,A,1,Tensed
19433,Black,Male,23,Yes,A,1,Tensed
19434,White,Male,46,Yes,A,1,Commission of Crime
19435,Black,Male,23,Yes,A,1,Tensed
19436,Unknown,Male,26,No,ARRESTEE,3,Assaulted Officer                                                              
19437,Black,Male,17,,SUSPECT,1,Commission of a Crime                                                          
19438,Black,Male,23,,ARRESTEE,1,Tensed                                                                         
19439,Black,Male,26,,Citee,1,Tensed                                                                         
19440,Black,Male,18,,VICTIM,3,Null
19441,White,Male,35,,INVOLVED,2,Null
19442,Black,Female,21,,ARRESTEE,1,Other                                                                          
19443,Black,Male,28,,OTHER,2,Null
19444,White,Male,36,,PIC,1,Null
19445,White,Male,27,,SUBJECT,1,Null
19446,White,Male,20,,Citee,1,Tensed                                                                         
19447,Black,Male,21,No,ARRESTEE,1,Null
19448,White,Female,26,,ARRESTEE,1,Other                                                                          
19449,White,Female,39,,SUSPECT,1,Other                                                                          
19450,White,Male,24,Yes,SUBJECT,1,Tensed                                                                         
19451,Black,Male,18,No,ARRESTEE,1,Assaulted Officer                                                              
19452,Black,Male,38,No,ARRESTEE,1,Tensed                                                                         
19453,Black,Male,17,,ARRESTEE,1,Fled on Foot                                                                   
19454,Black,Female,21,,S,1,Unspecified
19455,Black,Male,24,Yes,A,1,Fled on Foot
19456,Native American,Female,22,Yes,OT,1,Tensed
19457,White,Male,55,No,V,1,Verbal Non-Compliance
19458,Black,Male,49,Yes,OT,1,Fled on Foot
19459,Black,Male,27,No,A,1,Assaulted Officer
19460,Asian,Male,29,,A,1,Tensed
19461,Black,Male,22,Yes,A,1,Commission of Crime
19462,Black,Female,17,No,V,1,Tensed
19463,Black,Male,34,No,OT,1,Verbal Non-Compliance
19464,Black,Male,23,No,A,1,Commission of Crime
19465,Black,Male,49,No,A,1,Tensed
19466,Black,Female,21,No,ARRESTEE,1,Assaulted Officer                                                              
19467,Black,Male,0,,INVOLVED,2,Tensed                                                                         
19468,Black,Female,29,Yes,ARRESTEE,1,Assaulted Officer                                                              
19469,Black,Male,33,No,ARRESTEE,1,Fled in a Vehicle                                                              
19470,White,Male,25,,INVOLVED,1,Null
19471,White,Female,39,,SUSPECT,1,Other                                                                          
19472,White,Male,49,,PIC,1,Tensed                                                                         
19473,Black,Female,48,No,ARRESTEE,2,Commission of a Crime                                                          
19474,Black,Female,23,,INVOLVED,1,Verbal Non-Compliance                                                          
19475,Black,Male,42,No,ARRESTEE,1,Tensed                                                                         
19476,White,Male,54,,INVOLVED,1,Tensed                                                                         
19477,Black,Female,48,No,ARRESTEE,2,Commission of a Crime                                                          
19478,White,Female,22,Yes,ARRESTEE,1,Other                                                                          
19479,Black,Female,0,,SUSPECT,1,Commission of a Crime                                                          
19480,White,Male,21,,ARRESTEE,1,Null
19481,Unknown,Unknown,0,,SUSPECT,1,Other                                                                          
19482,Asian,Female,67,,INVOLVED,1,Tensed                                                                         
19483,Black,Male,29,,SUSPECT,1,Verbal Non-Compliance                                                          
19484,Black,Male,22,Yes,A,1,Fled on Foot
19485,Black,Male,20,,A,3,Unspecified
19486,Black,Male,24,No,OT,1,Unspecified
19487,Black,Male,27,No,A,1,Fled on Foot
19488,Black,Male,30,No,A,1,Verbal Non-Compliance
19489,Black,Male,37,Yes,A,1,Verbal Non-Compliance
19490,White,Male,21,,A,1,Commission of Crime
19491,Black,Male,33,No,A,1,Fled on Foot
19492,Black,Male,24,No,A,1,Assaulted Officer
19493,Black,Male,20,Yes,A,1,Fled on Foot
19494,Black,Male,48,,A,1,Commission of Crime
19495,White,Male,24,No,A,1,Commission of Crime
19496,Black,Male,37,,SUSPECT,1,Null
19497,White,Male,51,,ARRESTEE,1,Null
19498,Black,Male,30,,ARRESTEE,2,Null
19499,Black,Female,24,,PIC,1,Null
19500,Black,Male,15,,PIC,1,Null
19501,Black,Male,21,,ARRESTEE,2,Null
19502,Black,Male,31,,SUSPECT,1,Null
19503,White,Male,44,,PIC,1,Other                                                                          
19504,Black,Male,0,,INVOLVED,1,Null
19505,Unknown,Male,25,,ARRESTEE,1,Null
19506,Black,Male,22,,A,1,Commission of Crime
19507,Black,Male,28,No,A,1,Fled on Foot
19508,Black,Male,19,No,A,3,Commission of Crime
19509,Other / Mixed Race,Male,32,,A,1,Tensed
19510,Black,Male,36,No,A,1,Tensed
19511,White,Male,18,,S,2,Verbal Non-Compliance
19512,Black,Male,25,,S,2,Commission of Crime
19513,Black,Male,24,Yes,A,3,Tensed
19514,Black,Female,42,,OT,1,Verbal Non-Compliance
19515,Other / Mixed Race,Male,31,Yes,OT,1,Tensed
19516,Black,Male,27,Yes,A,1,Verbal Non-Compliance
19517,Black,Male,20,,S,1,Commission of Crime
19518,White,Male,21,,ARRESTEE,1,Commission of a Crime                                                          
19519,Black,Female,18,,SUBJECT,1,Tensed                                                                         
19520,Black,Male,36,,ARRESTEE,1,Fled on Foot                                                                   
19521,Black,Female,17,,ARRESTEE,1,Commission of a Crime                                                          
19522,Black,Male,42,,SUSPECT,1,Tensed                                                                         
19523,Black,Male,18,,ARRESTEE,1,Assaulted Officer                                                              
19524,White,Male,25,,SUSPECT,1,Other                                                                          
19525,Black,Male,19,,ARRESTEE,1,Other                                                                          
19526,White,Male,29,,SUBJECT,1,Null
19527,Black,Male,22,Yes,S,1,Tensed
19528,Black,Male,26,,A,1,Commission of Crime
19529,Black,Male,35,Yes,A,1,Fled in Vehicle
19530,Other / Mixed Race,Male,29,No,A,1,Verbal Non-Compliance
19531,Black,Male,33,Yes,ARRESTEE,1,Assaulted Officer                                                              
19532,White,Female,29,Yes,SUSPECT,1,Tensed                                                                         
19533,not recorded,Null,0,No,OT,1,Commission of Crime
19534,Black,Male,21,,A,1,Tensed
19535,Black,Male,18,No,A,1,Fled on Foot
19536,White,Male,53,Yes,S,1,Tensed
19537,Black,Male,37,No,OT,1,Tensed
19538,White,Male,40,No,A,1,Fled on Foot
19539,Black,Male,21,,A,1,Verbal Non-Compliance
19540,Black,Male,16,,A,1,Commission of Crime
19541,White,Male,53,,A,1,Tensed
19542,White,Male,29,Yes,A,1,Commission of Crime
19543,White,Male,35,Yes,A,1,Commission of Crime
19544,Black,Female,53,,A,1,Assaulted Officer
19545,Unknown,Male,0,,OTHER,4,Null
19546,Black,Male,36,,ARRESTEE,1,Null
19547,Black,Female,61,,INVOLVED,2,Null
19548,Black,Male,32,,SUSPECT,1,Null
19549,Black,Male,32,,ARRESTEE,1,Null
19550,Black,Female,57,,INVOLVED,2,Null
19551,Black,Female,20,,PIC,1,Other                                                                          
19552,Black,Male,0,,INVOLVED,1,Null
19553,Black,Male,28,,PIC,1,Tensed                                                                         
19554,Black,Male,30,,ARRESTEE,3,Null
19555,Black,Male,25,Yes,A,1,Fled on Foot
19556,Black,Male,20,,A,1,Commission of Crime
19557,Other / Mixed Race,Female,58,Yes,A,1,Verbal Non-Compliance
19558,Black,Male,26,,ARRESTEE,1,Fled on Foot                                                                   
19559,Black,Male,43,,ARRESTEE,1,Commission of a Crime                                                          
19560,Black,Male,25,,ARRESTEE,1,Commission of a Crime                                                          
19561,Unknown,Unknown,0,,SUSPECT,2,Commission of a Crime                                                          
19562,Black,Female,0,,SUSPECT,1,Commission of a Crime                                                          
19563,Black,Male,63,,ARRESTEE,1,Commission of a Crime                                                          
19564,Black,Unknown,21,,ARRESTEE,1,Verbal Non-Compliance                                                          
19565,Black,Male,27,No,A,1,Assaulted Officer
19566,White,Male,23,No,A,1,Commission of Crime
19567,Black,Male,25,Yes,A,1,Assaulted Officer
19568,Black,Male,18,Yes,A,2,Fled in Vehicle
19569,Unknown,Male,31,Yes,S,1,Tensed
19570,White,Male,30,No,A,1,Tensed
19571,Black,Male,23,Yes,A,1,Tensed
19572,Black,Male,32,Yes,A,1,Commission of Crime
19573,White,Male,47,No,OT,1,Commission of Crime
19574,White,Male,29,Yes,A,1,Tensed
19575,Black,Male,22,Yes,A,1,Unspecified
19576,White,Male,29,,A,1,Commission of Crime
19577,White,Male,25,,S,1,Unspecified
19578,Black,Male,23,No,A,1,Verbal Non-Compliance
19579,White,Male,28,Yes,A,1,Fled on Foot
19580,Black,Male,23,Yes,A,1,Tensed
19581,Black,Male,44,,A,1,Commission of Crime
19582,Black,Female,24,,S,1,Assaulted Officer
19583,White,Male,23,Yes,A,1,Fled on Foot
19584,Black,Male,28,Yes,A,1,Tensed
19585,White,Male,29,Yes,A,1,Tensed
19586,Black,Female,23,,A,1,Tensed
19587,White,Male,39,No,OT,2,Tensed
19588,Black,Male,36,,A,1,Tensed
19589,Black,Female,22,Yes,ARRESTEE,1,Tensed                                                                         
19590,Black,Male,37,No,ARRESTEE,1,Other                                                                          
19591,Black,Male,30,,ARRESTEE,1,Tensed                                                                         
19592,Black,Female,18,,Citee,2,Null
19593,Unknown,Male,41,,OTHER,1,Null
19594,Black,Male,30,,ARRESTEE,1,Commission of a Crime                                                          
19595,Unknown,Unknown,0,,SUSPECT,1,Commission of a Crime                                                          
19596,Black,Male,25,No,ARRESTEE,1,Commission of a Crime                                                          
19597,White,Male,33,No,ARRESTEE,1,Fled in a Vehicle                                                              
19598,Black,Male,33,No,A,1,Verbal Non-Compliance
19599,Native American,Male,35,Yes,A,1,Tensed
19600,Black,Male,17,Yes,A,1,Commission of Crime
19601,Black,Male,20,No,A,1,Tensed
19602,White,Male,27,,A,1,Commission of Crime
19603,Black,Male,21,Yes,A,1,Tensed
19604,White,Male,54,Yes,A,1,Assaulted Officer
19605,Black,Male,30,Yes,A,1,Commission of Crime
19606,White,Male,23,,S,1,Commission of Crime
19607,Black,Male,17,Yes,S,1,Commission of Crime
19608,Black,Male,35,No,A,3,Tensed
19609,Black,Male,17,,A,1,Tensed
19610,Black,Male,16,Yes,A,1,Assaulted Officer
19611,Black,Male,27,No,OT,3,Commission of Crime
19612,Black,Male,28,No,OT,5,Commission of Crime
19613,Black,Male,21,Yes,A,1,Commission of Crime
19614,Black,Male,27,Yes,A,1,Commission of Crime
19615,Black,Male,32,No,A,1,Unspecified
19616,Black,Male,27,Yes,A,1,Unspecified
19617,Black,Male,31,Yes,A,1,Fled in Vehicle
19618,Black,Male,24,,A,1,Tensed
19619,Black,Male,23,Yes,OT,1,Tensed
19620,Black,Male,42,No,A,1,Commission of Crime
19621,Black,Male,42,Yes,A,1,Tensed
19622,Black,Male,26,Yes,A,1,Tensed
19623,Black,Male,26,Yes,A,1,Tensed
19624,White,Male,29,No,S,1,Tensed
19625,White,Female,37,No,A,1,Tensed
19626,Black,Male,28,No,A,2,Tensed
19627,Black,Male,22,,A,1,Tensed
19628,Black,Male,35,Yes,A,1,Fled on Foot
19629,Black,Male,48,Yes,A,1,Tensed
19630,White,Male,19,,A,1,Fled on Foot
19631,Black,Male,22,,OT,1,Commission of Crime
19632,Black,Male,29,No,A,1,Assaulted Officer
19633,Black,Male,20,Yes,OT,4,Unspecified
19634,White,Male,49,No,A,1,Tensed
19635,White,Male,25,Yes,OT,1,Fled on Foot
19636,White,Male,39,,O,1,Unspecified
19637,White,Male,58,,OT,1,Tensed
19638,Native American,Female,37,No,A,1,Tensed
19639,White,Male,26,Yes,A,1,Commission of Crime
19640,Black,Male,21,,S,1,Verbal Non-Compliance
19641,Black,Male,18,Yes,S,1,Verbal Non-Compliance
19642,Black,Male,24,Yes,A,1,Assaulted Officer
19643,Black,Female,20,No,A,2,Verbal Non-Compliance
19644,Black,Female,0,,SUSPECT,2,Null
19645,Black,Male,25,,ARRESTEE,1,Tensed                                                                         
19646,White,Male,42,,ARRESTEE,2,Assaulted Officer                                                              
19647,Black,Male,23,Yes,ARRESTEE,1,Other                                                                          
19648,Black,Male,23,Yes,ARRESTEE,1,Other                                                                          
19649,Asian,Male,30,,ARRESTEE,1,Tensed                                                                         
19650,Unknown,Male,36,,ARRESTEE,1,Fled on Foot                                                                   
19651,White,Male,27,,OTHER,1,Fled on Foot                                                                   
19652,White,Male,31,,ARRESTEE,1,Null
19653,Black,Male,51,,Citee,1,Null
19654,Black,Male,24,,ARRESTEE,2,Null
19655,Black,Male,76,,INVOLVED,6,Null
19656,Black,Male,35,,ARRESTEE,1,Null
19657,Black,Female,16,,ARRESTEE,2,Null
19658,White,Female,27,,VICTIM,1,Null
19659,Black,Male,34,,ARRESTEE,1,Null
19660,White,Male,34,,PIC,2,Null
19661,White,Male,31,,SUBJECT,1,Null
19662,Native American,Male,28,,PIC,1,Verbal Non-Compliance                                                          
19663,White,Male,43,Yes,ARRESTEE,1,Null
19664,White,Male,19,,INVOLVED,1,Other                                                                          
19665,Black,Male,0,,INVOLVED,2,Commission of a Crime                                                          
19666,White,Male,41,No,INVOLVED,1,Other                                                                          
19667,White,Male,22,Yes,SUSPECT,1,Commission of a Crime                                                          
19668,White,Male,55,,Citee,1,Verbal Non-Compliance                                                          
19669,White,Female,39,,SUSPECT,1,Other                                                                          
19670,Black,Male,24,Yes,ARRESTEE,1,Assaulted Officer                                                              
19671,Black,Male,24,,ARRESTEE,1,Fled on Foot                                                                   
19672,Black,Male,47,Yes,A,1,Tensed
19673,Black,Male,36,,S,1,Assaulted Officer
19674,Black,Male,24,,A,1,Tensed
19675,Black,Male,43,No,A,1,Assaulted Officer
19676,White,Male,33,Yes,A,1,Tensed
19677,Black,Male,25,Yes,A,1,Fled on Foot
19678,Black,Male,54,,OT,1,Tensed
19679,Black,Male,18,,S,1,Unspecified
19680,Black,Male,15,Yes,A,1,Assaulted Officer
19681,Unknown,Male,0,,SUSPECT,1,Commission of a Crime                                                          
19682,Black,Male,26,,ARRESTEE,1,Tensed                                                                         
19683,White,Male,31,Yes,OT,1,Tensed
19684,Black,Male,40,Yes,A,1,Commission of Crime
19685,Black,Male,30,,A,1,Tensed
19686,Black,Female,39,Yes,A,1,Unspecified
19687,not recorded,Null,0,,S,1,Verbal Non-Compliance
19688,Black,Male,19,Yes,A,1,Assaulted Officer
19689,White,Male,43,,A,1,Tensed
19690,Black,Male,36,Yes,A,1,Fled in Vehicle
19691,Black,Male,16,,S,1,Commission of Crime
19692,Black,Male,21,No,S,1,Commission of Crime
19693,Black,Male,34,No,A,1,Assaulted Officer
19694,Black,Male,15,No,A,2,Fled on Foot
19695,Other / Mixed Race,Male,26,No,A,1,Fled on Foot
19696,Black,Male,17,No,A,1,Fled in Vehicle
19697,Black,Female,20,,A,1,Tensed
19698,Black,Male,30,Yes,A,1,Commission of Crime
19699,White,Male,39,No,A,1,Tensed
19700,Native American,Male,23,Yes,A,1,Tensed
19701,White,Male,35,,A,1,Unspecified
19702,not recorded,Null,0,,OT,2,Commission of Crime
19703,Black,Male,32,Yes,S,1,Assaulted Officer
19704,Black,Male,32,No,A,1,Verbal Non-Compliance
19705,Black,Male,24,No,OT,1,Verbal Non-Compliance
19706,Black,Male,27,Yes,A,1,Tensed
19707,Black,Male,32,,A,1,Fled on Foot
19708,Black,Female,25,No,A,1,Assaulted Officer
19709,Black,Male,29,,S,1,Tensed
19710,Black,Female,18,,S,1,Commission of Crime
19711,Black,Male,26,Yes,A,1,Assaulted Officer
19712,White,Male,26,Yes,A,1,Assaulted Officer
19713,Black,Male,32,No,A,1,Fled on Foot
19714,White,Male,30,,A,1,Fled on Foot
19715,White,Male,57,Yes,A,1,Assaulted Officer
19716,Black,Male,30,,A,1,Commission of Crime
19717,Unknown,Unknown,49,Yes,A,2,Tensed
19718,White,Male,39,,A,2,Tensed
19719,Native American,Female,0,,ARRESTEE,1,Tensed                                                                         
19720,Black,Male,20,Yes,INVOLVED,1,Other                                                                          
19721,White,Male,25,No,ARRESTEE,1,Other                                                                          
19722,Black,Male,59,,PIC,1,Other                                                                          
19723,Black,Male,35,,OFFENDER,1,Tensed                                                                         
19724,White,Female,19,,PIC,1,Other                                                                          
19725,White,Male,37,,PIC,1,Other                                                                          
19726,Black,Female,0,,VICT/SUSPECT,3,Commission of a Crime                                                          
19727,Black,Female,0,,SUSPECT,1,Verbal Non-Compliance                                                          
19728,Black,Female,29,,A,1,Verbal Non-Compliance
19729,Black,Male,21,,S,1,Commission of Crime
19730,Black,Male,53,Yes,A,1,Commission of Crime
19731,Black,Male,47,No,A,1,Fled on Foot
19732,Black,Male,32,Yes,A,1,Tensed
19733,Other / Mixed Race,Male,36,Yes,OT,1,Tensed
19734,Native American,Male,38,Yes,A,1,Tensed
19735,Black,Male,23,No,A,1,Tensed
19736,Black,Male,21,Yes,A,1,Fled on Foot
19737,Black,Male,16,No,A,1,Tensed
19738,Black,Male,19,Yes,A,1,Tensed
19739,Black,Male,0,,OT,3,Verbal Non-Compliance
19740,Black,Male,45,,PIC,1,Assaulted Officer                                                              
19741,Black,Male,25,,S,1,Commission of Crime
19742,White,Male,21,,A,1,Fled on Foot
19743,White,Male,29,,A,1,Verbal Non-Compliance
19744,Black,Female,45,No,A,1,Unspecified
19745,Black,Male,23,,A,1,Unspecified
19746,White,Female,24,,OT,1,Verbal Non-Compliance
19747,Black,Male,32,No,A,1,Fled on Foot
19748,Black,Male,32,,A,1,Tensed
19749,White,Male,46,Yes,A,1,Commission of Crime
19750,not recorded,Male,51,Yes,S,1,Assaulted Officer
19751,Unknown,Male,0,,SUSPECT,1,Assaulted Officer                                                              
19752,Black,Male,26,Yes,ARRESTEE,2,Tensed                                                                         
19753,Native American,Female,51,,PIC,1,Fled on Foot                                                                   
19754,White,Male,31,,ARRESTEE,1,Assaulted Officer                                                              
19755,Black,Male,18,,VICTIM,1,Null
19756,White,Male,0,,SUBJECT,1,Null
19757,Black,Female,21,,ARRESTEE,1,Other                                                                          
19758,Black,Male,65,,VICT/ARRESTEE,1,Null
19759,White,Male,36,,PIC,1,Null
19760,Native American,Male,26,Yes,ARRESTEE,1,Tensed                                                                         
19761,Black,Male,31,,ARRESTEE,1,Tensed                                                                         
19762,Black,Female,21,,ARRESTEE,2,Other                                                                          
19763,Black,Male,45,,ARRESTEE,1,Assaulted Officer                                                              
19764,Black,Male,31,,ARRESTEE,2,Verbal Non-Compliance                                                          
19765,White,Male,42,Yes,PIC,1,Tensed                                                                         
19766,Black,Male,20,,SUSPECT,1,Tensed                                                                         
19767,Black,Male,21,No,Citee,1,Tensed                                                                         
19768,Black,Male,42,,ARRESTEE,1,Verbal Non-Compliance                                                          
19769,Black,Male,23,Yes,A,1,Tensed
19770,Black,Male,24,Yes,A,1,Fled on Foot
19771,White,Male,35,,V,1,Unspecified
19772,Black,Male,29,Yes,A,1,Tensed
19773,Black,Male,29,No,A,1,Tensed
19774,Black,Male,31,Yes,A,1,Unspecified
